iid,pid,gender,wave,dec,dec_o,match,score_cb,contrib_Ambition,contrib_Attractiveness,contrib_Dating attitude,contrib_Demographics fit,contrib_Familiarity,contrib_Fun,contrib_Intelligence,contrib_Shared interests,contrib_Sincerity,split_tag,split_kind,score_cb_rev
2,11.0,0,1,0,0,0,0.4204880222967835,0.19437826483799,-0.03010918833142498,-0.31742256832044446,0.32000839474536935,0.0,-0.08510467457589076,0.0110866864957661,0.03537184933703181,-0.0027676997538072234,wave1,lowo,0.6537993987061035
2,12.0,0,1,0,0,0,0.3517860248556561,-0.11519900466667504,0.05821565261584011,-0.31742256832044446,0.34730034126267995,0.0,0.06741224437358717,-0.23303230389827867,0.030506996269545755,-0.0027676997538072234,wave1,lowo,0.7025157118421244
2,13.0,0,1,0,1,0,0.3540652561883465,0.34916689959032254,-0.38340855212048525,-0.31742256832044446,0.1337614425336124,0.0,-0.008846215101151793,0.0110866864957661,0.018128220633329695,0.04252824049576455,wave1,lowo,0.33011182538581313
2,14.0,0,1,1,1,1,0.38228962125672994,-0.11519900466667504,0.05821565261584011,-0.31742256832044446,0.37459228777999043,0.0,0.06741224437358717,-0.11097280870125628,0.012512085497084602,-0.0027676997538072234,wave1,lowo,0.6636588338065806
2,15.0,0,1,0,1,0,0.49326857913122885,-0.11519900466667504,-0.11843402927869005,-0.31742256832044446,0.18834533556823346,0.9031428384816134,-0.08510467457589076,-0.11097280870125628,0.032400762057280236,0.04252824049576455,wave1,lowo,0.72678558263482
2,16.0,0,1,0,1,0,0.4108737844469631,0.11698394746182375,-0.20675887022595515,-0.31742256832044446,0.37459228777999043,0.0,-0.008846215101151793,0.0110866864957661,0.05104554771353746,0.06517621062055043,wave1,lowo,0.5592722702582859
2,17.0,0,1,1,0,0,0.39469696416678085,0.2717725822141563,-0.11843402927869005,-0.31742256832044446,0.2381325551934378,0.0,-0.16136313405062971,0.0110866864957661,0.05230014154528085,0.04252824049576455,wave1,lowo,0.6056992022087231
2,18.0,0,1,0,1,0,0.2997545883979482,-0.11519900466667504,-0.20675887022595515,-0.31742256832044446,0.32000839474536935,0.0,-0.16136313405062971,0.0110866864957661,0.047512866708350206,0.01988027037097866,wave1,lowo,0.38210534443865557
2,19.0,0,1,1,1,1,0.38218821907389317,-0.19259332204284133,0.1465404935631051,-0.31742256832044446,0.29271644822805887,0.0,0.14367070384832614,-0.23303230389827867,0.06088509734400462,0.06517621062055043,wave1,lowo,0.7823161331510554
2,20.0,0,1,1,0,0,0.3395449243992019,-0.19259332204284133,-0.11843402927869005,-0.31742256832044446,0.40188423429730097,0.0,0.14367070384832614,-0.23303230389827867,0.05428760387539505,0.04252824049576455,wave1,lowo,0.6982632850210616
3,11.0,0,1,0,0,0,0.5608079242367684,0.03532452919932608,0.01269670051063665,-0.16495893315488505,0.00148522953459418,0.9031428384816134,-0.0631334687084045,-0.007688113660449095,-0.041657543230996366,0.015441780741760152,wave1,lowo,0.6826640165159271
3,12.0,0,1,0,0,0,0.3078942165466796,-0.0674354650972568,0.11568701342346199,-0.16495893315488505,-0.025806716982716388,0.0,0.0942098158317268,-0.24864956450282755,-0.08225906779144906,0.015441780741760152,wave1,lowo,0.4852763035921135
3,13.0,0,1,0,1,0,0.24167139724887945,0.0867045263476175,-0.3992645511406648,-0.16495893315488505,-0.2393456157117839,0.0,0.01553817356166115,-0.007688113660449095,-0.0457847587973486,0.05747281026169759,wave1,lowo,0.26223057135734673
3,14.0,0,1,0,1,0,0.349963689361526,-0.0674354650972568,0.11568701342346199,-0.16495893315488505,0.00148522953459418,0.0,0.0942098158317268,-0.1281688390816383,-0.03924802017266089,0.015441780741760152,wave1,lowo,0.5093351165060412
3,15.0,0,1,0,1,0,0.24283687919653202,-0.0674354650972568,-0.09029361240218874,-0.16495893315488505,-0.18476172267716284,0.0,-0.0631334687084045,-0.1281688390816383,-0.04969814223197196,0.05747281026169759,wave1,lowo,0.3840090136649583
3,16.0,0,1,0,1,0,0.32613569993910757,0.009634530625180354,-0.1932839253150141,-0.16495893315488505,0.0560691225692152,0.0,0.01553817356166115,-0.007688113660449095,-0.07330298137526835,0.0784883250216663,wave1,lowo,0.341642279753933
3,17.0,0,1,0,0,0,0.3037250102074378,0.06101452777347177,-0.09029361240218874,-0.16495893315488505,-0.08039061001733747,0.0,-0.14180511097847015,-0.007688113660449095,-0.016761518598054075,0.05747281026169759,wave1,lowo,0.439849159774591
3,18.0,0,1,0,0,0,0.27427446047670306,-0.0674354650972568,-0.1932839253150141,-0.16495893315488505,0.00148522953459418,0.0,-0.14180511097847015,-0.007688113660449095,0.010397811623400446,0.03645729550172887,wave1,lowo,0.31016099219245413
3,19.0,0,1,0,1,0,0.36306774617635806,-0.09312546367140252,0.21867732633628728,-0.16495893315488505,-0.025806716982716388,0.0,0.17288145810179248,-0.24864956450282755,-0.05336888224718246,0.0784883250216663,wave1,lowo,0.6191037300706762
3,20.0,0,1,0,0,0,0.2902488272628323,-0.09312546367140252,-0.09029361240218874,-0.16495893315488505,0.028777176051904663,0.0,0.17288145810179248,-0.24864956450282755,-0.1100683367733857,0.05747281026169759,wave1,lowo,0.44689963662866616
4,11.0,0,1,0,0,0,0.3612813199316149,0.03532452919932608,0.07690553377372902,-0.6732223730605527,0.4262595162296267,0.0,-0.08510467457589076,0.0204740865738737,0.023906868868449525,0.0518607417328949,wave1,lowo,0.5321017518009432
4,12.0,0,1,0,0,0,0.5823552461224147,-0.0674354650972568,0.2018940546348948,-0.6732223730605527,0.5081353557815583,0.9031428384816134,0.06741224437358717,-0.22522367359600423,0.012097128177584009,0.0518607417328949,wave1,lowo,0.7819927170401519
4,13.0,0,1,0,1,0,0.26532426541742593,0.0867045263476175,-0.4230485496709341,-0.6732223730605527,0.2945964570524908,0.0,-0.008846215101151793,0.0204740865738737,0.04371501612314797,0.08736194979356368,wave1,lowo,0.32446794422342395
4,14.0,0,1,1,1,1,0.6208169882258074,-0.0674354650972568,0.2018940546348948,-0.6732223730605527,0.5354273022988688,0.9031428384816134,0.06741224437358717,-0.10237479351106527,0.022524215947308378,0.0518607417328949,wave1,lowo,0.7846404826332901
4,15.0,0,1,0,1,0,0.2732511220537709,-0.0674354650972568,-0.04808298708743675,-0.6732223730605527,0.2945964570524908,0.0,-0.08510467457589076,-0.10237479351106527,0.0622835258119169,0.08736194979356368,wave1,lowo,0.4572680548358667
4,16.0,0,1,0,1,0,0.35261102482951373,0.009634530625180354,-0.17307150794860254,-0.6732223730605527,0.48084340926424785,0.0,-0.008846215101151793,0.0204740865738737,0.07770514204163877,0.10511255382389806,wave1,lowo,0.42053602819741975
4,17.0,0,1,0,1,0,0.3237939407453356,0.06101452777347177,-0.04808298708743675,-0.6732223730605527,0.3443836766776951,0.0,-0.16136313405062971,0.0204740865738737,0.0792551319719715,0.08736194979356368,wave1,lowo,0.5130834942757819
4,18.0,0,1,0,0,0,0.28053590364101766,-0.0674354650972568,-0.17307150794860254,-0.6732223730605527,0.4262595162296267,0.0,-0.16136313405062971,0.0204740865738737,0.06315402427623261,0.06961134576322929,wave1,lowo,0.34442360332041816
4,19.0,0,1,1,1,1,0.3833480817734139,-0.09312546367140252,0.32688257549606053,-0.6732223730605527,0.3989675697123162,0.0,0.14367070384832614,-0.22522367359600423,-0.012211797685984987,0.10511255382389806,wave1,lowo,0.6621287362872281
4,20.0,0,1,1,0,0,0.32328591306810583,-0.09312546367140252,-0.04808298708743675,-0.6732223730605527,0.5081353557815583,0.0,0.14367070384832614,-0.22522367359600423,0.007986140784463719,0.08736194979356368,wave1,lowo,0.5626739991314402
5,11.0,0,1,0,0,0,0.41120142753799843,0.03532452919932608,0.07690553377372902,0.11460905400244349,-0.0530293609808894,0.0,-0.09609027750963388,0.0110866864957661,0.0011719790774665645,-0.0027676997538072234,wave1,lowo,0.3311482808287547
5,12.0,0,1,0,0,0,0.6627080342753644,-0.0674354650972568,0.2018940546348948,0.11460905400244349,0.08343037160566327,0.9031428384816134,0.054013458644517356,-0.23303230389827867,0.06774269299567402,-0.0027676997538072234,wave1,lowo,0.6473603710512357
5,13.0,0,1,0,1,0,0.5452266391314902,0.0867045263476175,-0.4230485496709341,0.11460905400244349,-0.13010852712340423,0.9031428384816134,-0.02103840943255826,0.0110866864957661,0.04373791482437492,0.04252824049576455,wave1,lowo,0.35907618475323516
5,14.0,0,1,1,1,1,0.6856242645183624,-0.0674354650972568,0.2018940546348948,0.11460905400244349,0.05613842508835278,0.9031428384816134,0.054013458644517356,-0.11097280870125628,0.07733042211187911,-0.0027676997538072234,wave1,lowo,0.6313090995563418
5,15.0,0,1,0,0,0,0.32017524706028944,-0.0674354650972568,-0.04808298708743675,0.11460905400244349,-0.18469242015802528,0.0,-0.09609027750963388,-0.11097280870125628,0.043381509773182246,0.04252824049576455,wave1,lowo,0.2823380457461912
5,16.0,0,1,1,0,0,0.4107618767730581,0.009634530625180354,-0.17307150794860254,0.11460905400244349,0.0015545320537316762,0.0,-0.02103840943255826,0.0110866864957661,0.07744359051643004,0.06517621062055043,wave1,lowo,0.2561345101252896
5,17.0,0,1,1,0,0,0.3729757453956856,0.06101452777347177,-0.04808298708743675,0.11460905400244349,-0.134905200532821,0.0,-0.17114214558670948,0.0110866864957661,0.05163139421106793,0.04252824049576455,wave1,lowo,0.3212042819419059
5,18.0,0,1,1,0,0,0.33242427408386555,-0.0674354650972568,-0.17307150794860254,0.11460905400244349,-0.0530293609808894,0.0,-0.17114214558670948,0.0110866864957661,0.06807312633553722,0.01988027037097866,wave1,lowo,0.2059022995809749
5,19.0,0,1,1,1,1,0.4556513683128997,-0.09312546367140252,0.32688257549606053,0.11460905400244349,-0.08032130749819996,0.0,0.129065326721593,-0.23303230389827867,0.03909537495076841,0.06517621062055043,wave1,lowo,0.5096497181154782
5,20.0,0,1,1,0,0,0.3897509685137901,-0.09312546367140252,-0.04808298708743675,0.11460905400244349,0.028846478571042215,0.0,0.129065326721593,-0.23303230389827867,0.057043927022971105,0.04252824049576455,wave1,lowo,0.39549742314369607
6,11.0,0,1,1,0,0,0.48410988481329853,0.11485139701865804,0.11971142261579064,-0.16495893315488505,0.21272061750055923,0.0,-0.09609027750963388,0.0204740865738737,0.1058509941296675,0.07007022222846226,wave1,lowo,0.40965634563869785
6,12.0,0,1,1,0,0,0.46558433406429534,-0.09131723488196591,0.2593654154425167,-0.16495893315488505,0.2945964570524908,0.0,0.054013458644517356,-0.22522367359600423,0.11178500200970676,0.07007022222846226,wave1,lowo,0.4946449936524491
6,13.0,0,1,0,1,0,0.658878459957043,0.21793571296897002,-0.43890454869111356,-0.16495893315488505,0.5081353557815583,0.9031428384816134,-0.02103840943255826,0.0204740865738737,-0.02258097035361241,0.10230651955949671,wave1,lowo,0.4308413795527077
6,14.0,0,1,1,1,1,0.49341979379382156,-0.09131723488196591,0.2593654154425167,-0.16495893315488505,0.32188840356980136,0.0,0.054013458644517356,-0.10237479351106527,0.07320251857713465,0.07007022222846226,wave1,lowo,0.4477529556979496
6,15.0,0,1,0,1,0,0.6199610611920647,-0.09131723488196591,-0.01994257021093543,-0.16495893315488505,0.2945964570524908,0.9031428384816134,-0.09609027750963388,-0.10237479351106527,0.11023234914993324,0.10230651955949671,wave1,lowo,0.5743897777076452
6,16.0,0,1,0,1,0,0.44132540852692503,0.06330923904350205,-0.15959656303766148,-0.16495893315488505,0.2673045105351803,0.0,-0.02103840943255826,0.0204740865738737,0.086508116372534,0.11842466822501393,wave1,lowo,0.31215160949749937
6,17.0,0,1,1,0,0,0.4361786383317895,0.16639355499381403,-0.01994257021093543,-0.16495893315488505,0.1308447779486276,0.0,-0.17114214558670948,0.0204740865738737,0.1255505250163061,0.10230651955949671,wave1,lowo,0.370788312337564
6,18.0,0,1,0,0,0,0.3402191054058916,-0.09131723488196591,-0.15959656303766148,-0.16495893315488505,0.21272061750055923,0.0,-0.17114214558670948,0.0204740865738737,0.05152523885216995,0.0861883708939795,wave1,lowo,0.20364550754690108
6,19.0,0,1,1,1,1,0.4925926782769959,-0.14285939285712193,0.3990194082692427,-0.16495893315488505,0.1854286709832487,0.0,0.129065326721593,-0.22522367359600423,0.11768387207040235,0.11842466822501393,wave1,lowo,0.590820040245488
6,20.0,0,1,1,0,0,0.41190385189479445,-0.14285939285712193,-0.01994257021093543,-0.16495893315488505,0.2945964570524908,0.0,0.129065326721593,-0.22522367359600423,0.11712716915080928,0.10230651955949671,wave1,lowo,0.5011999921912027
7,11.0,0,1,0,0,0,0.434200139976777,-0.044202338620005915,0.09830847819475984,0.03837723641966381,0.07010333483293366,0.0,-0.08510467457589076,0.0110866864957661,0.05925658582194391,0.03365126123732752,wave1,lowo,0.38917229252689395
7,12.0,0,1,0,1,0,0.691826944185014,-0.04355369531254767,0.23062973503870574,0.03837723641966381,0.20656306741948632,0.9031428384816134,0.06741224437358717,-0.23303230389827867,0.05169536666707622,0.03365126123732752,wave1,lowo,0.6928118743353718
7,13.0,0,1,0,1,0,0.5752424653307793,-0.044526660273735086,-0.4309765491810238,0.03837723641966381,0.42010196614855383,0.5994403773033707,-0.008846215101151793,0.0110866864957661,0.09241031090497474,0.07241738002763062,wave1,lowo,0.35669505410562796
7,14.0,0,1,1,1,1,0.6988104268808184,-0.04355369531254767,0.23062973503870574,0.03837723641966381,0.17927112090217578,0.9031428384816134,0.06741224437358717,-0.11097280870125628,-0.01010690924091083,0.03365126123732752,wave1,lowo,0.6625993022032424
7,15.0,0,1,0,1,0,0.5376856201328244,-0.04355369531254767,-0.03401277864918609,0.03837723641966381,0.15197917438486527,0.5994403773033707,-0.08510467457589076,-0.11097280870125628,0.008670095160151235,0.07241738002763062,wave1,lowo,0.39946035200053204
7,16.0,0,1,0,1,0,0.4256062258573592,-0.044040177793141344,-0.16633403549313203,0.03837723641966381,0.12468722786755473,0.0,-0.008846215101151793,0.0110866864957661,0.09967962719423983,0.09180043942278218,wave1,lowo,0.2968186945619618
7,17.0,0,1,1,0,0,0.3769636407003541,-0.04436449944687043,-0.03401277864918609,0.03837723641966381,-0.011772504718997961,0.0,-0.16136313405062971,0.0110866864957661,0.0733868756878547,0.07241738002763062,wave1,lowo,0.35855454550139565
7,18.0,0,1,0,1,0,0.35651702030478494,-0.04355369531254767,-0.16633403549313203,0.03837723641966381,0.07010333483293366,0.0,-0.16136313405062971,0.0110866864957661,0.05434709232929569,0.05303432063247907,wave1,lowo,0.2110484271550493
7,19.0,0,1,1,1,1,0.48879226806766746,-0.04339153448568314,0.3629509918826516,0.03837723641966381,0.04281138831562312,0.0,0.14367070384832614,-0.23303230389827867,-0.0018139585221607357,0.09180043942278218,wave1,lowo,0.5329445821576732
7,20.0,0,1,1,0,0,0.4154413463310622,-0.04339153448568314,-0.03401277864918609,0.03837723641966381,0.15197917438486527,0.0,0.14367070384832614,-0.23303230389827867,0.008687839746351518,0.07241738002763062,wave1,lowo,0.4358659261216291
8,11.0,0,1,1,0,0,0.49872423041367114,-0.09481034541412622,0.12360286705597806,-0.08022269849370561,0.48084340926424785,0.0,-0.08110990987271142,0.006819686460262646,0.0407461905736456,0.045239112461779474,wave1,lowo,0.5111043085120509
8,12.0,0,1,1,1,1,0.516955387736518,-0.028356205449550975,0.26459008460684597,-0.08022269849370561,0.45355146274693725,0.0,0.07228453009324894,-0.2365816813084034,0.023554362616060226,0.045239112461779474,wave1,lowo,0.5566667799881263
8,13.0,0,1,1,1,1,0.3332733479575695,-0.12803741539641378,-0.44034600314749356,-0.08022269849370561,0.24001256401786977,0.0,-0.004412689889731244,0.006819686460262646,0.07705327021930378,0.08192756078776983,wave1,lowo,0.2912140236231062
8,14.0,0,1,1,1,1,0.5499276553229813,-0.028356205449550975,0.26459008460684597,-0.08022269849370561,0.48084340926424785,0.0,0.07228453009324894,-0.11488099742407037,0.007092564402906981,0.045239112461779474,wave1,lowo,0.5523671566454146
8,15.0,0,1,1,1,1,0.4081696772188956,-0.028356205449550975,-0.017384350494889844,-0.08022269849370561,0.2945964570524908,0.0,-0.08110990987271142,-0.11488099742407037,0.020104531960368183,0.08192756078776983,wave1,lowo,0.39923666833386623
8,16.0,0,1,1,1,1,0.4846348279698813,-0.07819681042298238,-0.15837156804575775,-0.08022269849370561,0.5354273022988688,0.0,-0.004412689889731244,0.006819686460262646,0.06341634862406248,0.100271784950765,wave1,lowo,0.4015852031034989
8,17.0,0,1,1,0,0,0.4323128685754981,-0.11142388040527001,-0.017384350494889844,-0.08022269849370561,0.3989675697123162,0.0,-0.1578071298556916,0.006819686460262646,0.05291376066745922,0.08192756078776983,wave1,lowo,0.4837690050704934
8,18.0,0,1,1,1,1,0.4366553662870638,-0.028356205449550975,-0.15837156804575775,-0.08022269849370561,0.48084340926424785,0.0,-0.1578071298556916,0.006819686460262646,0.06497524051747885,0.06358333662477465,wave1,lowo,0.32571874149406227
8,19.0,0,1,1,1,1,0.5836360590382503,-0.011742670458407156,0.4055773021577138,-0.08022269849370561,0.45355146274693725,0.0,0.14898175007622913,-0.2365816813084034,0.004094017895186847,0.100271784950765,wave1,lowo,0.6442524144322442
8,20.0,0,1,1,1,1,0.4901039161770264,-0.011742670458407156,-0.017384350494889844,-0.08022269849370561,0.5081353557815583,0.0,0.14898175007622913,-0.2365816813084034,0.013508630268523836,0.08192756078776983,wave1,lowo,0.5401280237378943
9,11.0,0,1,1,0,0,0.4856337231925583,0.03532452919932608,0.07690553377372902,-0.003990880910925934,0.2945964570524908,0.0,-0.10707588044337701,0.0204740865738737,0.05705484677632896,0.015441780741760152,wave1,lowo,0.5554678020132322
9,12.0,0,1,1,1,1,0.44169077577788707,-0.0674354650972568,0.2018940546348948,-0.003990880910925934,0.21272061750055923,0.0,0.04061467291544754,-0.22522367359600423,0.037887356034818145,0.015441780741760152,wave1,lowo,0.5811145413841442
9,13.0,0,1,1,1,1,0.39561764840783303,0.0867045263476175,-0.4230485496709341,-0.003990880910925934,0.21272061750055923,0.0,-0.03323060376396473,0.0204740865738737,0.10535057552772441,0.05747281026169759,wave1,lowo,0.35462143296492615
9,14.0,0,1,1,1,1,0.4722924069731814,-0.0674354650972568,0.2018940546348948,-0.003990880910925934,0.24001256401786977,0.0,0.04061467291544754,-0.10237479351106527,0.011105439517911639,0.015441780741760152,wave1,lowo,0.5689833465474238
9,15.0,0,1,1,1,1,0.39762540392580503,-0.0674354650972568,-0.04808298708743675,-0.003990880910925934,0.2673045105351803,0.0,-0.10707588044337701,-0.10237479351106527,0.035024949218204066,0.05747281026169759,wave1,lowo,0.48451419366629556
9,16.0,0,1,1,1,1,0.4562351158185655,0.009634530625180354,-0.17307150794860254,-0.003990880910925934,0.2945964570524908,0.0,-0.03323060376396473,0.0204740865738737,0.0778023210709456,0.0784883250216663,wave1,lowo,0.4335028543065318
9,17.0,0,1,1,1,1,0.4343995063098744,0.06101452777347177,-0.04808298708743675,-0.003990880910925934,0.21272061750055923,0.0,-0.18092115712278928,0.0204740865738737,0.06360102915535694,0.05747281026169759,wave1,lowo,0.525745274565688
9,18.0,0,1,1,0,0,0.38571618246930905,-0.0674354650972568,-0.17307150794860254,-0.003990880910925934,0.2945964570524908,0.0,-0.18092115712278928,0.0204740865738737,0.05474732896369107,0.03645729550172887,wave1,lowo,0.35147354022854127
9,19.0,0,1,1,1,1,0.5075155278614355,-0.09312546367140252,0.32688257549606053,-0.003990880910925934,0.2673045105351803,0.0,0.11445994959485983,-0.22522367359600423,0.011480434742301926,0.0784883250216663,wave1,lowo,0.6877289759055993
9,20.0,0,1,1,0,0,0.4099240780870121,-0.09312546367140252,-0.04808298708743675,-0.003990880910925934,0.2673045105351803,0.0,0.11445994959485983,-0.22522367359600423,0.013117893653278354,0.05747281026169759,wave1,lowo,0.5737351079007936
10,11.0,0,1,0,0,0,0.4694922645771232,0.03532452919932608,0.09830847819475984,-0.03785458116311588,0.27146573843813043,0.0,-0.12904708631086326,0.029861486651981295,0.022318858516765384,0.03365126123732752,wave1,lowo,0.5573663157471271
10,12.0,0,1,0,0,0,0.5811361300150552,-0.0674354650972568,0.23062973503870574,-0.03785458116311588,0.18958989888619884,0.5994403773033707,0.013817101457307912,-0.2174150432937298,0.029227174949635747,0.03365126123732752,wave1,lowo,0.6555175445043298
10,13.0,0,1,1,1,1,0.30332129934264257,0.0867045263476175,-0.4309765491810238,-0.03785458116311588,-0.023948999842868673,0.0,-0.05761499242677768,0.029861486651981295,-0.0239085612118132,0.07241738002763062,wave1,lowo,0.31958308606442376
10,14.0,0,1,0,1,0,0.6819605541759916,-0.0674354650972568,0.23062973503870574,-0.03785458116311588,0.21688184540350938,0.9031428384816134,0.013817101457307912,-0.09377677832087425,0.009951843577774276,0.03365126123732752,wave1,lowo,0.7756551479059193
10,15.0,0,1,0,1,0,0.3334825767931975,-0.0674354650972568,-0.03401277864918609,-0.03785458116311588,0.030634893191752402,0.0,-0.12904708631086326,-0.09377677832087425,0.012810157646577964,0.07241738002763062,wave1,lowo,0.48013290352840265
10,16.0,0,1,0,0,0,0.4241192514155232,0.009634530625180354,-0.16633403549313203,-0.03785458116311588,0.27146573843813043,0.0,-0.05761499242677768,0.029861486651981295,-0.0006331211278396819,0.09180043942278218,wave1,lowo,0.43093467116532147
10,17.0,0,1,1,0,0,0.41874706420011387,0.06101452777347177,-0.03401277864918609,-0.03785458116311588,0.18958989888619884,0.0,-0.20047918019494884,0.029861486651981295,0.037755712644952186,0.07241738002763062,wave1,lowo,0.5478703090661842
10,18.0,0,1,0,0,0,0.3686857724081933,-0.0674354650972568,-0.16633403549313203,-0.03785458116311588,0.27146573843813043,0.0,-0.20047918019494884,0.029861486651981295,0.02609411155043783,0.05303432063247907,wave1,lowo,0.3899634046640484
10,19.0,0,1,1,1,1,0.5043579105639928,-0.09312546367140252,0.3629509918826516,-0.03785458116311588,0.24417379192081995,0.0,0.08524919534139351,-0.2174150432937298,0.027864154693060382,0.09180043942278218,wave1,lowo,0.7236515902251053
10,20.0,0,1,1,0,0,0.390098941101031,-0.09312546367140252,-0.03401277864918609,-0.03785458116311588,0.24417379192081995,0.0,0.08524919534139351,-0.2174150432937298,-0.020117442463502035,0.07241738002763062,wave1,lowo,0.5811741082458772
11,1.0,1,1,0,1,0,0.4126938135832759,0.0615882926113246,-0.22987224155084918,0.3946422155348077,-0.24233158281590617,0.0,-0.03757242727701012,0.011119392894771658,0.058819585860237,0.07697781660792849,wave1,lowo,0.2943088951166418
11,2.0,1,1,0,0,0,0.6537993987061035,0.42779664575015613,-0.12162691301339854,0.3946422155348077,0.053083155465092936,0.0,0.1474092043282445,0.011119392894771658,0.03537184933703181,0.13419804617683176,wave1,lowo,0.4204880222967835
11,3.0,1,1,0,0,0,0.6826640165159271,-0.029963795673383285,-0.013381584475947908,0.3946422155348077,0.08037510198240351,0.9031428384816134,-0.03757242727701012,-0.12285317843117105,-0.020040457414664564,0.05790440675162742,wave1,lowo,0.5608079242367684
11,4.0,1,1,0,0,0,0.5321017518009432,-0.029963795673383285,-0.12162691301339854,0.3946422155348077,0.025791208947782397,0.0,0.0549183885256172,0.14509196422071435,0.02896439624115687,0.07697781660792849,wave1,lowo,0.3612813199316149
11,5.0,1,1,0,0,0,0.3311482808287547,-0.029963795673383285,-0.22987224155084918,0.3946422155348077,-0.02879268408683868,0.0,-0.22255405888226476,-0.25682574975711375,-0.05576328669675109,0.17234486588943393,wave1,lowo,0.41120142753799843
11,6.0,1,1,0,1,0,0.40965634563869785,0.2446924691807404,-0.3381175700882998,0.3946422155348077,-0.18774768978128512,0.0,-0.03757242727701012,-0.12285317843117105,0.031730150359891934,0.09605122646422959,wave1,lowo,0.48410988481329853
11,7.0,1,1,0,0,0,0.38917229252689395,0.0615882926113246,-0.22987224155084918,0.3946422155348077,-0.21503963629859565,0.0,-0.31504487468489206,0.14509196422071435,0.038928267333554076,0.11512463632053066,wave1,lowo,0.434200139976777
11,8.0,1,1,0,1,0,0.5111043085120509,-0.029963795673383285,-0.12162691301339854,0.3946422155348077,0.08037510198240351,0.0,-0.03757242727701012,0.011119392894771658,0.04039090971263897,0.15327145603313283,wave1,lowo,0.49872423041367114
11,9.0,1,1,0,1,0,0.5554678020132322,0.0615882926113246,-0.12162691301339854,0.3946422155348077,-0.1058718502293535,0.0,0.1474092043282445,0.14509196422071435,0.03264200816330787,0.11512463632053066,wave1,lowo,0.4856337231925583
11,10.0,1,1,0,0,0,0.5573663157471271,-0.12151588395809118,-0.22987224155084918,0.3946422155348077,0.107667048499714,0.0,0.1474092043282445,0.27906453554665706,0.022318858516765384,0.07697781660792849,wave1,lowo,0.4694922645771232
12,1.0,1,1,0,1,0,0.5803313869936405,0.0615882926113246,-0.2505344728511293,0.3433045067507825,0.2945964570524908,0.30370246117824257,-0.08452313480486758,0.048428552958458514,0.040403071617243366,0.013379581017895124,wave1,lowo,0.4922428240386113
12,2.0,1,1,0,0,0,0.7025157118421244,0.42779664575015613,-0.1808235653230733,0.3433045067507825,0.48084340926424785,0.0,0.08875108770988133,0.048428552958458514,0.005568004381805621,0.09164911585577887,wave1,lowo,0.3517860248556561
